ts_server,watt,voltage,current,frequency,energy_kwh,pf,source,timestamp
1766848053895,25.0,228.3,0.115,50.0,4.275,0.95,json_import,2025-12-27 15:07:33.895
1766848353909,24.6,228.0,0.114,50.0,4.277,0.95,json_import,2025-12-27 15:12:33.909
1766848654588,24.6,226.60001,0.114,50.0,4.279,0.95,json_import,2025-12-27 15:17:34.588
1766848953935,24.7,226.2,0.115,49.9,4.282,0.95,json_import,2025-12-27 15:22:33.935
1766849253920,25.4,226.60001,0.117,50.0,4.284,0.96,json_import,2025-12-27 15:27:33.920
1766849553938,27.9,226.89999,0.13,49.9,4.286,0.95,json_import,2025-12-27 15:32:33.938
1766849853926,27.4,225.0,0.128,50.0,4.288,0.95,json_import,2025-12-27 15:37:33.926
1766850153950,27.3,226.3,0.128,50.0,4.29,0.94,json_import,2025-12-27 15:42:33.950
1766850454084,27.2,225.0,0.127,50.0,4.293,0.95,json_import,2025-12-27 15:47:34.084
1766850755935,25.0,223.60001,0.117,49.9,4.295,0.96,json_import,2025-12-27 15:52:35.935
1766851053973,25.0,222.8,0.117,50.0,4.297,0.96,json_import,2025-12-27 15:57:33.973
1766851354049,25.0,223.8,0.117,49.9,4.299,0.95,json_import,2025-12-27 16:02:34.049
1766851653943,25.4,224.60001,0.118,50.0,4.301,0.96,json_import,2025-12-27 16:07:33.943
1766851954036,25.2,225.0,0.117,50.0,4.303,0.96,json_import,2025-12-27 16:12:34.036
1766852253991,23.1,225.60001,0.104,50.0,4.305,0.98,json_import,2025-12-27 16:17:33.991
1766855554734,22.5,226.39999,0.102,49.9,4.327,0.97,json_import,2025-12-27 17:12:34.734
1766855854027,22.5,227.89999,0.101,49.9,4.329,0.98,json_import,2025-12-27 17:17:34.027
1766856154039,22.5,224.7,0.102,50.0,4.331,0.98,json_import,2025-12-27 17:22:34.039
1766856454036,25.2,225.2,0.117,49.9,4.333,0.96,json_import,2025-12-27 17:27:34.036
1766856754016,25.1,224.3,0.117,49.9,4.335,0.96,json_import,2025-12-27 17:32:34.016
1766857054055,25.0,225.10001,0.116,49.9,4.337,0.96,json_import,2025-12-27 17:37:34.055
1766857354097,27.5,224.8,0.128,49.9,4.339,0.96,json_import,2025-12-27 17:42:34.097
1766857654036,27.8,225.60001,0.129,50.0,4.341,0.96,json_import,2025-12-27 17:47:34.036
1766857954061,27.3,224.0,0.128,50.0,4.344,0.95,json_import,2025-12-27 17:52:34.061
1766858254043,27.2,225.10001,0.127,50.0,4.346,0.95,json_import,2025-12-27 17:57:34.043
1766858554039,24.8,225.5,0.115,49.9,4.348,0.96,json_import,2025-12-27 18:02:34.039
1766858854015,24.7,226.89999,0.114,49.9,4.35,0.95,json_import,2025-12-27 18:07:34.015
1766859154611,24.9,227.3,0.115,50.0,4.352,0.95,json_import,2025-12-27 18:12:34.611
1766859454033,25.3,226.8,0.117,50.0,4.354,0.95,json_import,2025-12-27 18:17:34.033
1766859754052,24.6,224.3,0.115,50.0,4.356,0.95,json_import,2025-12-27 18:22:34.052
1766860054072,24.4,224.8,0.114,49.9,4.358,0.95,json_import,2025-12-27 18:27:34.072
1766860354030,24.2,223.89999,0.113,50.0,4.36,0.96,json_import,2025-12-27 18:32:34.030
1766860654057,22.1,225.39999,0.1,49.9,4.362,0.98,json_import,2025-12-27 18:37:34.057
1766860954224,22.5,224.7,0.102,49.9,4.364,0.98,json_import,2025-12-27 18:42:34.224
1766861254056,25.0,226.0,0.113,49.9,4.366,0.98,json_import,2025-12-27 18:47:34.056
1766861554060,24.6,224.3,0.112,50.0,4.368,0.98,json_import,2025-12-27 18:52:34.060
1766861854092,24.4,225.2,0.112,50.0,4.37,0.97,json_import,2025-12-27 18:57:34.092
1766862154079,24.5,226.7,0.112,50.0,4.372,0.96,json_import,2025-12-27 19:02:34.079
