timestamp,watt,voltage,current,frequency,energy_kwh,pf
2025-12-25 09:49:45.762,0.0,223.5,0.0,50.0,3.217,0.0
2025-12-25 09:54:45.867,0.0,225.3,0.0,50.0,3.217,0.0
2025-12-25 09:59:45.761,0.0,226.10001,0.0,50.0,3.217,0.0
2025-12-25 10:03:43.961,0.0,227.10001,0.0,50.0,3.217,0.0
2025-12-25 10:08:43.968,0.0,225.89999,0.0,50.0,3.217,0.0
2025-12-25 10:13:43.988,0.0,227.2,0.0,50.0,3.217,0.0
2025-12-25 10:18:43.991,0.0,226.5,0.0,50.0,3.217,0.0
2025-12-25 10:23:11.334,26.2,225.8,0.121,50.0,3.217,0.96
2025-12-25 10:28:11.340,26.3,226.8,0.121,50.0,3.219,0.96
2025-12-25 10:33:11.381,26.0,227.3,0.12,50.0,3.221,0.95
2025-12-25 10:38:11.395,22.3,226.7,0.1,49.9,3.224,0.98
2025-12-25 10:43:11.236,23.3,226.2,0.105,50.0,3.225,0.98
2025-12-25 10:48:11.426,23.2,226.60001,0.104,50.0,3.227,0.98
2025-12-25 10:53:11.360,22.1,224.60001,0.1,50.0,3.229,0.98
2025-12-25 10:58:11.362,23.3,225.89999,0.105,50.0,3.231,0.98
2025-12-25 11:03:11.527,23.3,225.5,0.105,50.0,3.233,0.98
2025-12-25 11:08:11.349,22.9,225.60001,0.103,50.0,3.235,0.99
2025-12-25 11:13:11.361,26.8,225.5,0.121,50.0,3.237,0.98
2025-12-25 11:18:12.016,26.6,226.10001,0.12,50.0,3.239,0.98
2025-12-25 11:23:11.380,25.4,226.10001,0.115,50.0,3.242,0.98
2025-12-25 11:28:11.397,23.6,227.0,0.106,50.0,3.244,0.98
2025-12-25 11:33:11.411,23.8,225.5,0.108,50.0,3.246,0.98
2025-12-25 11:38:11.283,26.0,224.89999,0.12,50.0,3.248,0.96
2025-12-25 11:43:11.403,26.0,226.7,0.12,50.0,3.25,0.96
2025-12-25 11:48:11.515,51.7,225.0,0.233,50.0,3.252,0.99
2025-12-25 11:53:11.403,35.3,225.7,0.159,50.0,3.257,0.98
2025-12-25 11:58:11.389,35.2,226.2,0.159,50.0,3.26,0.98
2025-12-25 12:03:11.426,34.2,226.10001,0.154,50.0,3.263,0.98
2025-12-25 12:08:11.456,36.4,226.8,0.164,50.0,3.266,0.98
2025-12-25 12:13:11.541,36.2,225.89999,0.164,50.0,3.269,0.98
2025-12-25 12:18:12.050,25.6,225.89999,0.117,50.0,3.272,0.97
2025-12-25 12:23:11.425,26.7,227.3,0.121,50.0,3.274,0.97
2025-12-25 12:28:11.415,25.4,227.89999,0.115,50.0,3.276,0.97
2025-12-25 12:33:11.515,26.5,227.0,0.12,50.0,3.278,0.97
2025-12-25 12:38:11.448,23.7,225.8,0.107,50.0,3.28,0.98
2025-12-25 12:43:11.429,22.5,225.5,0.102,50.0,3.282,0.98
2025-12-25 12:48:11.669,23.7,225.5,0.107,50.0,3.284,0.98
2025-12-25 12:53:11.456,7.5,228.8,0.034,50.0,3.286,0.96
2025-12-25 12:58:11.451,6.4,229.5,0.029,50.0,3.286,0.96
2025-12-25 13:03:11.662,7.6,228.89999,0.034,49.9,3.287,0.98
2025-12-25 13:08:11.631,6.3,227.8,0.029,49.9,3.287,0.95
2025-12-25 13:13:11.454,7.4,228.0,0.033,49.9,3.288,0.98
2025-12-25 13:18:12.491,10.2,228.0,0.049,50.0,3.289,0.91
2025-12-25 13:23:11.447,12.8,226.89999,0.061,50.0,3.29,0.92
2025-12-25 13:28:11.792,12.5,226.0,0.06,50.0,3.291,0.92
2025-12-25 13:33:11.620,11.3,226.5,0.056,50.0,3.292,0.89
2025-12-25 13:38:11.499,12.2,226.3,0.059,50.0,3.293,0.91
2025-12-25 13:43:11.520,9.9,226.3,0.047,50.0,3.294,0.93
2025-12-25 13:48:11.624,8.8,226.8,0.043,50.0,3.294,0.9
2025-12-25 13:53:11.479,7.5,227.7,0.035,49.9,3.295,0.94
2025-12-25 13:58:11.494,7.5,226.5,0.034,50.0,3.296,0.97
2025-12-25 14:03:11.504,7.5,227.5,0.035,50.0,3.296,0.94
2025-12-25 14:08:11.481,7.6,228.39999,0.034,50.0,3.297,0.98
2025-12-25 14:13:11.592,6.4,228.60001,0.03,50.0,3.297,0.93
2025-12-25 14:18:12.125,7.5,228.3,0.034,50.0,3.298,0.97
2025-12-25 14:23:11.553,7.4,227.2,0.034,49.9,3.298,0.96
2025-12-25 14:28:11.548,10.1,226.60001,0.046,49.9,3.299,0.97
2025-12-25 14:33:11.624,9.9,226.10001,0.045,50.0,3.3,0.97
2025-12-25 14:38:11.548,8.8,227.5,0.04,50.0,3.301,0.97
2025-12-25 14:43:11.561,9.8,227.5,0.044,50.0,3.302,0.98
2025-12-25 14:48:11.629,7.5,226.60001,0.034,50.0,3.302,0.97
2025-12-25 14:53:11.534,8.9,225.0,0.043,50.0,3.303,0.92
2025-12-25 14:58:11.532,10.1,225.8,0.048,50.0,3.304,0.93
2025-12-25 15:03:11.560,10.2,225.3,0.048,50.0,3.305,0.94
2025-12-25 15:08:11.541,24.6,226.5,0.114,49.9,3.306,0.95
2025-12-25 15:13:11.539,25.8,227.2,0.119,50.0,3.308,0.95
2025-12-25 15:18:15.083,26.8,226.89999,0.123,50.0,3.31,0.96
2025-12-25 15:23:11.561,26.9,226.60001,0.124,50.0,3.312,0.96
2025-12-25 15:28:11.550,26.9,227.2,0.124,50.0,3.314,0.95
2025-12-25 15:33:11.736,23.4,224.7,0.106,50.0,3.316,0.98
2025-12-25 15:38:12.434,26.1,227.0,0.118,49.9,3.318,0.97
2025-12-25 15:43:11.646,25.8,227.0,0.117,50.0,3.321,0.97
2025-12-25 15:48:11.596,25.6,226.5,0.116,50.0,3.323,0.97
2025-12-25 15:53:11.739,23.4,228.2,0.105,50.0,3.325,0.98
2025-12-25 15:58:11.569,23.1,225.60001,0.104,50.0,3.327,0.98
2025-12-25 16:03:11.719,23.0,226.0,0.104,50.0,3.329,0.98
2025-12-25 16:08:11.704,22.5,224.7,0.102,50.0,3.331,0.98
2025-12-25 16:13:11.603,22.5,225.10001,0.102,50.0,3.332,0.98
2025-12-25 16:18:12.229,22.6,225.5,0.102,50.0,3.334,0.98
2025-12-25 16:23:11.679,22.7,226.60001,0.102,50.0,3.336,0.98
2025-12-25 16:28:12.124,22.7,226.89999,0.102,50.0,3.338,0.98
2025-12-25 16:33:11.829,25.0,227.0,0.116,50.0,3.34,0.95
2025-12-25 16:38:11.617,25.1,227.0,0.116,50.0,3.342,0.95
2025-12-25 16:43:11.868,27.6,226.60001,0.129,50.0,3.345,0.94
2025-12-25 16:48:11.821,27.0,226.3,0.126,50.0,3.347,0.95
2025-12-25 16:53:11.619,27.2,226.89999,0.127,50.0,3.349,0.94
2025-12-25 16:58:11.637,24.7,225.8,0.115,50.0,3.351,0.95
2025-12-25 17:03:11.650,40.4,226.5,0.183,50.0,3.354,0.97
2025-12-25 17:08:11.627,37.9,226.8,0.169,50.0,3.358,0.99
2025-12-25 17:13:11.663,37.9,227.2,0.169,50.0,3.361,0.99
2025-12-25 17:18:12.226,22.3,226.8,0.101,49.9,3.364,0.97
2025-12-25 17:23:11.525,22.6,227.89999,0.101,50.0,3.366,0.98
2025-12-25 17:28:11.641,22.3,228.10001,0.1,50.0,3.367,0.98
2025-12-25 17:33:11.717,22.6,228.60001,0.101,49.9,3.369,0.98
2025-12-25 17:38:11.649,22.4,228.2,0.1,50.0,3.371,0.98
2025-12-25 17:43:11.732,22.3,229.5,0.1,50.0,3.373,0.97
2025-12-25 17:48:12.163,24.9,226.10001,0.113,50.0,3.375,0.97
2025-12-25 17:53:11.796,25.0,227.7,0.113,50.0,3.377,0.97
2025-12-25 17:58:11.715,24.6,226.3,0.112,50.0,3.379,0.97
2025-12-25 18:03:11.729,24.4,227.39999,0.111,50.0,3.381,0.97
2025-12-25 18:08:11.708,24.3,227.2,0.112,50.0,3.383,0.95
2025-12-25 18:13:11.686,24.1,225.0,0.112,50.0,3.385,0.96
2025-12-25 18:18:12.377,24.0,224.7,0.112,50.0,3.387,0.95
2025-12-25 18:23:11.701,24.6,226.2,0.114,50.0,3.389,0.95
2025-12-25 18:28:11.707,23.7,226.39999,0.11,50.0,3.391,0.95
2025-12-25 18:33:11.739,23.4,226.8,0.108,50.0,3.393,0.96
2025-12-25 18:38:11.713,23.2,226.39999,0.107,50.0,3.395,0.96
2025-12-25 18:43:11.726,20.8,226.8,0.094,50.0,3.397,0.98
2025-12-25 18:48:11.739,21.2,227.0,0.095,50.0,3.398,0.98
2025-12-25 18:53:11.717,23.5,227.60001,0.106,50.0,3.4,0.97
2025-12-25 18:58:11.743,23.9,228.5,0.108,50.0,3.402,0.97
2025-12-25 19:03:11.867,23.7,228.39999,0.107,50.0,3.404,0.97
2025-12-25 19:08:11.769,23.5,228.3,0.107,50.0,3.406,0.96
2025-12-25 19:13:11.757,20.8,228.10001,0.093,50.0,3.408,0.98
2025-12-25 19:18:12.483,21.1,228.5,0.094,50.0,3.41,0.98
2025-12-25 19:23:11.748,21.2,228.39999,0.095,50.0,3.412,0.98
2025-12-25 19:28:11.664,21.0,229.0,0.094,50.0,3.413,0.98
2025-12-25 19:33:12.196,21.3,228.2,0.096,50.0,3.415,0.97
2025-12-25 19:38:12.620,20.9,228.39999,0.094,50.0,3.417,0.97
2025-12-25 19:43:11.780,21.2,228.8,0.095,50.0,3.419,0.98
2025-12-25 19:48:11.877,23.9,229.0,0.111,50.0,3.42,0.94
2025-12-25 19:53:11.769,23.7,228.5,0.109,49.9,3.422,0.95
2025-12-25 19:58:11.865,23.7,228.0,0.109,50.0,3.424,0.95
2025-12-25 20:03:11.993,25.8,228.60001,0.12,50.0,3.427,0.94
2025-12-25 20:08:11.806,25.6,228.10001,0.119,50.0,3.429,0.94
2025-12-25 20:13:11.812,25.6,228.2,0.119,50.0,3.431,0.94
2025-12-25 20:18:12.350,19.5,228.89999,0.088,50.0,3.433,0.97
2025-12-25 20:23:11.807,19.8,229.10001,0.089,50.0,3.434,0.97
2025-12-25 20:28:11.709,19.6,228.10001,0.088,50.0,3.436,0.98
2025-12-25 20:33:11.819,19.6,228.3,0.089,50.0,3.438,0.96
2025-12-25 20:38:11.805,19.4,228.10001,0.088,50.0,3.439,0.97
2025-12-25 20:43:11.804,19.2,229.3,0.087,49.9,3.441,0.96
2025-12-25 20:48:11.811,19.2,230.60001,0.087,49.9,3.442,0.96
2025-12-25 20:53:11.818,19.2,229.3,0.087,50.0,3.444,0.96
2025-12-25 20:58:11.983,19.0,227.5,0.086,49.9,3.446,0.97
2025-12-25 21:03:11.831,18.9,228.60001,0.086,50.0,3.447,0.96
2025-12-25 21:08:11.834,21.7,228.0,0.099,49.9,3.449,0.96
2025-12-25 21:13:11.857,21.4,225.60001,0.098,50.0,3.451,0.97
2025-12-25 21:18:12.501,21.4,228.0,0.098,50.0,3.453,0.96
2025-12-25 21:23:11.838,21.8,229.2,0.102,50.0,3.454,0.93
2025-12-25 21:28:12.017,21.6,227.8,0.102,49.9,3.456,0.93
2025-12-25 21:33:11.847,21.5,227.39999,0.1,50.0,3.458,0.95
2025-12-25 21:38:11.892,21.4,228.2,0.1,50.0,3.46,0.94
2025-12-25 21:43:11.997,21.3,228.2,0.1,50.0,3.462,0.93
2025-12-25 21:48:11.861,21.3,227.3,0.1,49.9,3.463,0.94
2025-12-25 21:53:11.871,18.9,227.89999,0.085,50.0,3.465,0.98
2025-12-25 21:58:11.908,18.7,227.7,0.085,50.0,3.467,0.97
2025-12-25 22:03:11.891,18.7,228.10001,0.085,50.0,3.468,0.96
2025-12-25 22:08:11.898,18.8,226.7,0.085,50.0,3.47,0.98
2025-12-25 22:13:11.914,21.3,226.0,0.097,50.0,3.471,0.97
2025-12-25 22:18:12.488,21.0,227.10001,0.097,50.0,3.473,0.95
2025-12-25 22:23:11.888,21.2,228.0,0.097,50.0,3.475,0.96
2025-12-25 22:28:11.931,21.1,227.60001,0.096,50.0,3.477,0.97
2025-12-25 22:33:11.908,18.7,226.89999,0.085,50.0,3.478,0.97
2025-12-25 22:38:11.909,18.9,229.39999,0.085,50.0,3.48,0.97
2025-12-25 22:43:11.939,18.7,229.10001,0.085,50.0,3.482,0.96
2025-12-25 22:48:11.923,18.6,227.0,0.084,50.0,3.483,0.98
2025-12-25 22:53:11.930,18.7,226.7,0.085,50.0,3.485,0.97
2025-12-25 22:58:11.946,21.7,230.5,0.101,50.0,3.486,0.93
2025-12-25 23:03:11.928,21.3,231.2,0.1,50.0,3.488,0.92
2025-12-25 23:08:11.930,6.2,229.60001,0.034,50.0,3.49,0.79
2025-12-25 23:13:11.968,20.2,225.7,0.095,50.0,3.49,0.94
2025-12-25 23:18:12.596,24.0,225.60001,0.113,50.0,3.492,0.94
2025-12-25 23:23:11.956,23.9,225.89999,0.113,50.0,3.494,0.94
2025-12-25 23:28:12.292,21.2,225.7,0.097,50.0,3.496,0.97
2025-12-25 23:33:11.945,21.2,225.89999,0.097,50.0,3.498,0.97
2025-12-25 23:38:11.962,18.9,226.10001,0.086,50.0,3.5,0.97
2025-12-25 23:43:11.979,18.9,226.60001,0.085,50.0,3.501,0.98
2025-12-25 23:48:11.970,18.9,226.10001,0.086,50.0,3.503,0.97
2025-12-25 23:53:11.964,18.7,227.7,0.085,50.0,3.504,0.97
2025-12-25 23:58:12.095,18.9,226.39999,0.086,50.0,3.506,0.97
2025-12-26 00:03:11.969,18.6,222.5,0.085,49.9,3.507,0.98
2025-12-26 00:08:11.981,18.6,223.0,0.085,50.0,3.509,0.98
2025-12-26 00:13:12.402,19.0,227.10001,0.086,50.0,3.51,0.97
2025-12-26 00:18:12.594,18.9,227.8,0.086,50.0,3.512,0.96
2025-12-26 00:23:11.992,18.7,222.89999,0.086,50.0,3.514,0.98
2025-12-26 00:28:12.077,21.5,224.0,0.099,50.0,3.515,0.97
2025-12-26 00:33:11.982,6.4,226.60001,0.029,49.9,3.516,0.97
2025-12-26 00:38:12.003,8.9,226.0,0.046,49.9,3.517,0.86
2025-12-26 00:43:12.097,6.4,227.2,0.033,49.9,3.518,0.85
2025-12-26 00:48:12.006,6.3,227.2,0.033,50.0,3.518,0.84
2025-12-26 00:53:12.008,6.1,225.39999,0.032,50.0,3.519,0.85
2025-12-26 00:58:12.244,6.3,226.89999,0.033,50.0,3.519,0.84
2025-12-26 01:03:12.015,6.2,226.89999,0.032,50.0,3.52,0.85
2025-12-26 01:08:11.999,3.9,226.3,0.0,49.9,3.52,1.0
2025-12-26 01:13:12.042,3.8,228.89999,0.0,49.9,3.52,1.0
2025-12-26 01:18:12.700,3.9,228.3,0.0,50.0,3.521,1.0
2025-12-26 01:23:12.057,3.9,226.5,0.0,50.0,3.521,1.0
2025-12-26 01:38:12.031,6.2,225.2,0.029,50.0,3.522,0.95
2025-12-26 01:43:12.195,6.9,220.89999,0.032,50.0,3.523,0.98
2025-12-26 01:48:12.056,13.4,222.89999,0.06,50.0,3.524,1.0
2025-12-26 01:53:12.057,13.6,224.8,0.06,49.9,3.525,1.0
2025-12-26 01:58:12.107,12.9,225.89999,0.057,50.0,3.526,1.0
2025-12-26 02:03:12.069,12.7,224.60001,0.056,50.0,3.527,1.0
2025-12-26 02:08:12.100,13.0,226.89999,0.057,49.9,3.528,1.0
2025-12-26 02:13:12.114,15.6,226.60001,0.071,50.0,3.53,0.97
2025-12-26 02:18:12.695,15.6,227.2,0.071,50.0,3.531,0.97
2025-12-26 02:23:12.062,6.5,229.2,0.033,50.0,3.531,0.86
2025-12-26 02:28:11.996,16.7,227.10001,0.075,49.9,3.533,0.98
2025-12-26 02:33:12.079,17.0,226.60001,0.077,49.9,3.534,0.97
2025-12-26 02:38:12.083,19.5,227.0,0.089,49.9,3.536,0.97
2025-12-26 02:43:12.116,20.9,226.3,0.109,50.0,3.537,0.85
2025-12-26 02:48:12.077,25.5,226.10001,0.168,49.9,3.539,0.67
2025-12-26 02:53:12.097,13.7,227.3,0.138,50.0,3.54,0.44
2025-12-26 02:58:12.199,4.3,227.2,0.02,50.0,3.541,0.95
2025-12-26 03:03:12.183,7.2,226.3,0.05,49.9,3.541,0.64
2025-12-26 03:08:12.524,12.7,227.10001,0.081,50.0,3.542,0.69
2025-12-26 03:13:12.281,5.9,226.5,0.027,49.9,3.543,0.96
2025-12-26 03:18:12.685,5.8,227.60001,0.026,49.9,3.543,0.98
2025-12-26 03:23:12.099,5.9,228.8,0.026,50.0,3.544,0.99
2025-12-26 03:28:12.188,5.9,228.8,0.027,50.0,3.544,0.96
2025-12-26 03:33:12.109,5.9,227.39999,0.027,50.0,3.545,0.96
2025-12-26 03:38:12.106,6.8,226.3,0.03,50.0,3.545,1.0
2025-12-26 03:43:12.292,7.2,227.2,0.032,50.0,3.546,0.99
2025-12-26 03:48:12.126,12.4,227.3,0.058,50.0,3.547,0.94
2025-12-26 03:53:12.147,12.2,229.0,0.057,50.0,3.548,0.93
2025-12-26 03:58:12.190,13.1,228.0,0.061,50.0,3.549,0.94
2025-12-26 04:03:12.420,10.6,227.7,0.049,50.0,3.55,0.95
2025-12-26 04:08:12.148,9.4,227.10001,0.044,50.0,3.55,0.94
2025-12-26 04:13:12.183,17.7,224.89999,0.081,50.0,3.552,0.97
2025-12-26 04:18:12.811,26.9,226.10001,0.121,50.0,3.554,0.98
2025-12-26 04:23:12.165,26.7,225.39999,0.12,49.9,3.556,0.99
2025-12-26 04:28:12.190,25.8,226.5,0.116,50.0,3.558,0.98
2025-12-26 04:33:12.158,24.5,226.8,0.108,50.0,3.56,1.0
2025-12-26 04:38:12.171,18.3,229.7,0.081,50.0,3.562,0.98
2025-12-26 04:43:12.438,17.2,230.60001,0.075,50.0,3.563,0.99
2025-12-26 04:48:12.163,18.2,229.3,0.08,50.0,3.565,0.99
2025-12-26 04:53:12.171,21.0,228.5,0.092,50.0,3.566,1.0
2025-12-26 04:58:12.390,19.4,227.3,0.086,50.0,3.568,0.99
2025-12-26 05:03:12.163,11.2,227.10001,0.05,50.0,3.569,0.99
2025-12-26 05:08:12.201,8.8,227.39999,0.039,50.0,3.57,0.99
2025-12-26 05:13:12.384,6.0,227.8,0.027,50.0,3.571,0.98
2025-12-26 05:18:12.793,4.9,228.39999,0.021,50.0,3.571,1.0
2025-12-26 05:23:12.211,6.0,227.8,0.027,50.0,3.572,0.98
2025-12-26 05:28:12.277,5.9,228.39999,0.026,49.9,3.572,0.99
2025-12-26 05:33:12.202,7.4,231.2,0.035,50.0,3.573,0.91
2025-12-26 05:38:12.200,8.3,231.5,0.04,50.0,3.574,0.9
2025-12-26 05:43:12.284,8.3,231.5,0.04,50.0,3.574,0.9
2025-12-26 05:48:12.213,8.1,230.10001,0.039,50.0,3.575,0.9
2025-12-26 05:53:12.204,9.4,230.39999,0.045,50.0,3.576,0.91
2025-12-26 05:58:12.255,12.3,229.39999,0.059,49.9,3.577,0.91
2025-12-26 06:03:12.208,10.8,227.5,0.054,50.0,3.578,0.88
2025-12-26 06:08:12.206,9.4,226.89999,0.042,50.0,3.578,0.99
2025-12-26 06:13:12.389,9.7,227.8,0.044,50.0,3.579,0.97
2025-12-26 06:18:13.839,5.8,226.2,0.027,50.0,3.58,0.95
2025-12-26 06:23:12.231,7.3,227.5,0.033,50.0,3.58,0.97
2025-12-26 06:28:12.309,21.9,228.0,0.097,50.0,3.582,0.99
2025-12-26 06:33:12.320,20.4,229.5,0.089,50.0,3.583,1.0
2025-12-26 06:38:19.614,21.3,228.3,0.094,49.9,3.585,0.99
2025-12-26 06:43:12.285,21.1,227.5,0.093,49.9,3.587,1.0
2025-12-26 06:48:12.227,5.0,229.8,0.022,50.0,3.588,0.99
2025-12-26 06:53:12.248,6.6,229.60001,0.03,49.9,3.588,0.96
2025-12-26 06:58:12.397,6.6,231.10001,0.029,50.0,3.588,0.98
2025-12-26 07:03:12.227,9.5,229.5,0.042,49.9,3.589,0.99
2025-12-26 07:08:12.355,25.8,227.8,0.116,50.0,3.59,0.98
2025-12-26 07:13:12.406,29.5,228.10001,0.136,50.0,3.593,0.95
2025-12-26 07:18:12.901,30.0,228.2,0.137,50.0,3.595,0.96
2025-12-26 07:23:12.254,26.4,227.89999,0.121,50.0,3.598,0.96
2025-12-26 07:28:12.267,27.7,229.3,0.126,50.0,3.6,0.96
2025-12-26 07:33:12.244,27.9,227.89999,0.127,50.0,3.602,0.96
2025-12-26 07:38:12.310,26.6,228.5,0.121,50.0,3.604,0.96
2025-12-26 07:43:12.286,28.0,228.39999,0.127,50.0,3.607,0.97
2025-12-26 07:48:12.276,25.5,229.39999,0.113,50.0,3.609,0.98
2025-12-26 07:53:12.287,24.5,229.8,0.109,49.9,3.611,0.98
2025-12-26 07:58:12.377,25.5,228.7,0.113,50.0,3.613,0.99
2025-12-26 08:03:12.365,25.1,228.5,0.112,50.0,3.615,0.98
2025-12-26 08:08:12.273,26.6,230.2,0.119,50.0,3.617,0.97
2025-12-26 08:13:12.319,27.6,228.7,0.124,50.0,3.62,0.97
2025-12-26 08:18:12.898,27.4,227.8,0.123,50.0,3.622,0.98
2025-12-26 08:23:12.374,27.3,227.60001,0.123,50.0,3.624,0.98
2025-12-26 08:28:12.300,23.9,228.89999,0.107,50.0,3.626,0.98
2025-12-26 08:33:12.293,7.0,229.7,0.034,49.9,3.628,0.9
2025-12-26 08:38:12.340,24.2,228.0,0.11,49.9,3.63,0.96
2025-12-26 08:43:12.393,16.5,228.3,0.074,50.0,3.631,0.98
2025-12-26 08:48:12.300,21.5,228.8,0.096,50.0,3.633,0.98
2025-12-26 08:53:12.376,20.2,228.89999,0.09,50.0,3.635,0.98
2025-12-26 08:58:12.483,21.2,228.39999,0.095,50.0,3.636,0.98
2025-12-26 09:03:12.374,20.0,229.2,0.089,49.9,3.638,0.98
2025-12-26 09:08:12.356,9.7,229.8,0.045,50.0,3.639,0.94
2025-12-26 09:13:12.486,9.7,226.10001,0.045,49.9,3.64,0.95
2025-12-26 09:18:12.903,12.2,229.0,0.058,50.0,3.641,0.92
2025-12-26 09:23:12.343,11.8,228.7,0.056,49.9,3.642,0.92
2025-12-26 09:28:12.360,11.8,228.0,0.056,50.0,3.643,0.92
2025-12-26 09:33:12.352,9.4,229.89999,0.042,50.0,3.644,0.97
2025-12-26 09:38:12.681,6.9,229.2,0.031,49.9,3.644,0.97
2025-12-26 09:43:12.492,7.3,230.2,0.033,49.9,3.645,0.96
2025-12-26 09:48:12.372,16.5,227.39999,0.073,49.9,3.646,0.99
2025-12-26 09:53:12.351,15.6,228.60001,0.069,50.0,3.647,0.99
2025-12-26 09:58:12.482,16.4,229.2,0.073,50.0,3.649,0.98
2025-12-26 10:03:12.365,16.5,231.0,0.073,50.0,3.65,0.98
2025-12-26 10:08:12.369,7.0,229.0,0.033,49.9,3.651,0.93
2025-12-26 10:13:12.390,7.1,228.39999,0.034,50.0,3.651,0.91
2025-12-26 10:18:15.326,7.0,228.8,0.033,50.0,3.652,0.93
2025-12-26 10:23:12.376,9.8,228.7,0.045,50.0,3.653,0.95
2025-12-26 10:28:12.431,10.3,228.60001,0.048,50.0,3.653,0.94
2025-12-26 10:33:12.385,12.6,228.8,0.06,49.9,3.654,0.92
2025-12-26 10:38:14.595,12.6,229.89999,0.06,50.0,3.656,0.91
2025-12-26 10:43:12.388,10.0,228.60001,0.048,50.0,3.656,0.91
2025-12-26 10:48:12.385,9.7,228.3,0.046,49.9,3.657,0.92
2025-12-26 10:53:12.410,9.5,227.10001,0.045,50.0,3.658,0.93
2025-12-26 10:58:12.410,9.8,227.89999,0.047,50.0,3.659,0.91
2025-12-26 11:03:12.296,9.7,230.10001,0.045,50.0,3.66,0.94
2025-12-26 11:08:12.547,10.0,227.8,0.047,50.0,3.66,0.93
2025-12-26 11:13:12.407,7.1,227.8,0.033,50.0,3.661,0.94
2025-12-26 11:18:12.988,7.5,229.39999,0.034,50.0,3.662,0.96
2025-12-26 11:23:12.440,7.2,227.3,0.034,50.0,3.662,0.93
2025-12-26 11:28:12.415,7.0,228.3,0.034,50.0,3.663,0.9
2025-12-26 11:33:12.416,24.3,226.7,0.11,49.9,3.664,0.97
2025-12-26 11:38:12.453,26.5,228.0,0.119,50.0,3.666,0.98
2025-12-26 11:43:12.453,32.6,226.2,0.147,50.0,3.668,0.98
2025-12-26 11:48:12.422,26.2,226.8,0.118,50.0,3.671,0.98
2025-12-26 11:53:12.543,23.7,226.2,0.106,50.0,3.673,0.99
2025-12-26 11:58:12.448,23.6,227.7,0.105,50.0,3.675,0.99
2025-12-26 12:03:12.464,23.5,225.10001,0.105,50.0,3.677,0.99
2025-12-26 12:08:12.650,23.3,225.60001,0.105,50.0,3.679,0.98
2025-12-26 12:13:12.483,26.2,225.39999,0.12,49.9,3.681,0.97
2025-12-26 12:18:12.997,25.9,224.10001,0.119,50.0,3.683,0.97
2025-12-26 12:23:12.542,28.0,223.60001,0.129,49.9,3.685,0.97
2025-12-26 12:28:12.453,47.8,222.3,0.217,50.0,3.689,0.99
2025-12-26 12:33:12.460,47.8,220.5,0.218,49.9,3.693,0.99
2025-12-26 12:38:12.575,32.0,221.5,0.149,50.0,3.696,0.97
2025-12-26 12:43:12.690,32.0,222.8,0.148,49.9,3.699,0.97
2025-12-26 12:48:12.457,32.0,223.5,0.148,50.0,3.702,0.97
2025-12-26 12:53:12.497,29.3,223.0,0.133,50.0,3.704,0.99
2025-12-26 12:58:12.486,26.7,224.10001,0.121,49.9,3.706,0.98
2025-12-26 13:03:12.456,26.8,222.89999,0.122,49.9,3.709,0.99
2025-12-26 13:08:12.632,26.8,224.39999,0.121,50.0,3.711,0.99
2025-12-26 13:13:12.498,26.6,223.7,0.121,49.9,3.713,0.98
2025-12-26 13:18:13.234,26.7,224.2,0.12,50.0,3.715,0.99
2025-12-26 13:23:12.690,27.1,223.60001,0.123,50.0,3.718,0.99
2025-12-26 13:28:12.641,27.3,224.5,0.123,50.0,3.72,0.99
2025-12-26 13:33:12.528,27.3,223.39999,0.124,50.0,3.722,0.99
2025-12-26 13:38:13.057,26.9,223.39999,0.122,50.0,3.724,0.99
2025-12-26 13:43:12.972,27.1,224.5,0.123,49.9,3.727,0.98
2025-12-26 13:48:12.516,32.3,223.60001,0.15,49.9,3.729,0.96
2025-12-26 13:53:12.633,31.2,223.89999,0.144,49.9,3.732,0.97
2025-12-26 13:58:13.260,30.8,225.39999,0.141,50.0,3.734,0.97
2025-12-26 14:03:12.558,31.0,225.2,0.142,50.0,3.737,0.97
2025-12-26 14:08:12.554,28.2,224.5,0.129,50.0,3.74,0.97
2025-12-26 14:13:12.640,28.3,224.3,0.13,50.0,3.742,0.97
2025-12-26 14:18:14.769,28.3,223.8,0.13,49.9,3.744,0.97
2025-12-26 14:23:13.136,30.2,224.60001,0.138,49.9,3.747,0.97
2025-12-26 14:28:12.561,30.4,225.0,0.138,50.0,3.749,0.98
2025-12-26 14:33:12.728,24.9,224.7,0.113,49.9,3.752,0.98
2025-12-26 14:38:12.627,24.2,224.60001,0.109,49.9,3.754,0.99
2025-12-26 14:43:12.549,33.0,225.3,0.148,49.9,3.756,0.99
2025-12-26 14:48:12.726,33.2,225.0,0.149,50.0,3.759,0.99
2025-12-26 14:53:12.537,35.4,224.5,0.159,50.0,3.762,0.99
2025-12-26 14:58:12.573,25.9,225.39999,0.118,50.0,3.764,0.97
2025-12-26 15:03:12.576,25.8,223.89999,0.118,49.9,3.767,0.98
2025-12-26 15:08:12.560,25.7,223.2,0.118,50.0,3.769,0.98
2025-12-26 15:13:12.563,23.3,223.39999,0.106,50.0,3.771,0.98
2025-12-26 15:18:13.240,22.9,223.60001,0.104,49.9,3.773,0.98
2025-12-26 15:23:12.571,23.4,223.10001,0.107,50.0,3.774,0.98
