ts_server,watt,voltage,current,frequency,energy_kwh,pf,source,timestamp
1767034056115,20.9,229.10001,0.094,50.0,5.287,0.97,json_import,2025-12-29 18:47:36.115
1767034356082,20.8,229.3,0.093,50.0,5.288,0.98,json_import,2025-12-29 18:52:36.082
1767034656079,23.2,227.10001,0.105,50.0,5.29,0.97,json_import,2025-12-29 18:57:36.079
1767034956114,22.5,225.7,0.103,49.9,5.292,0.97,json_import,2025-12-29 19:02:36.114
1767035256739,25.3,228.39999,0.118,50.0,5.294,0.94,json_import,2025-12-29 19:07:36.739
1767035556113,22.0,228.89999,0.102,49.9,5.296,0.94,json_import,2025-12-29 19:12:36.113
1767035856228,22.7,230.0,0.105,50.0,5.297,0.94,json_import,2025-12-29 19:17:36.228
1767036156097,22.7,227.2,0.105,50.0,5.299,0.95,json_import,2025-12-29 19:22:36.097
1767036456098,22.8,226.8,0.106,50.0,5.301,0.95,json_import,2025-12-29 19:27:36.098
1767036756227,22.4,227.10001,0.104,50.0,5.303,0.95,json_import,2025-12-29 19:32:36.227
1767037056113,22.5,228.3,0.104,50.0,5.305,0.95,json_import,2025-12-29 19:37:36.113
1767037356130,22.4,228.2,0.104,50.0,5.306,0.94,json_import,2025-12-29 19:42:36.130
1767037656230,22.0,227.7,0.102,50.0,5.308,0.95,json_import,2025-12-29 19:47:36.230
1767037956118,22.3,228.3,0.103,50.0,5.31,0.95,json_import,2025-12-29 19:52:36.118
1767038256114,6.6,231.8,0.038,50.0,5.311,0.75,json_import,2025-12-29 19:57:36.114
1767038556148,20.2,229.10001,0.095,50.0,5.313,0.93,json_import,2025-12-29 20:02:36.148
1767038856732,21.1,228.0,0.096,50.0,5.314,0.96,json_import,2025-12-29 20:07:36.732
1767039156112,21.3,229.8,0.097,50.0,5.316,0.96,json_import,2025-12-29 20:12:36.112
1767039456322,21.4,231.3,0.097,50.0,5.318,0.95,json_import,2025-12-29 20:17:36.322
1767039756121,18.7,228.7,0.085,49.9,5.32,0.96,json_import,2025-12-29 20:22:36.121
